satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1641,1,2,3,4,4,3,4,4,3,2,3,3,4,4,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1869,1,2,3,4,5,3,4,5,1,3,4,4,4,5,52,48
satisfied,Female,Loyal Customer,66,Personal Travel,Eco Plus,302,5,1,4,3,3,2,3,1,1,4,1,3,1,3,10,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco Plus,2115,1,2,4,3,4,4,4,4,2,3,4,4,3,4,0,8
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2227,1,2,4,3,1,4,1,1,2,3,3,3,4,1,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2078,1,2,4,3,2,4,2,2,3,5,4,2,4,2,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco Plus,1634,1,2,4,3,2,4,2,2,2,3,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1195,1,2,4,3,4,4,4,4,1,3,2,4,3,4,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,286,5,1,4,4,1,4,1,1,3,3,3,3,3,1,9,1
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1762,1,2,4,4,5,4,5,5,2,2,3,2,4,5,24,15
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1347,5,1,5,1,2,1,1,2,2,5,2,3,2,1,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2050,1,2,5,2,3,5,3,3,3,1,3,4,2,3,41,31
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1654,1,2,5,2,3,5,3,3,2,1,3,2,3,3,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1498,1,2,5,3,2,5,2,2,4,5,3,3,4,2,0,3
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,434,5,1,5,1,1,5,1,1,1,4,1,3,1,1,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1454,1,2,5,3,5,5,5,5,2,2,3,2,3,5,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,430,5,1,5,1,3,5,3,3,3,2,2,4,2,3,10,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1970,5,1,5,2,1,5,1,1,1,5,1,4,2,1,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,3930,1,3,0,1,4,0,4,4,2,5,4,2,3,4,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,3230,5,1,5,2,5,5,5,2,5,3,2,5,3,5,0,13
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1924,5,1,5,2,1,1,2,3,3,5,3,4,3,1,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1543,1,3,0,1,1,0,1,1,5,3,1,5,1,1,1,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1384,5,1,5,2,3,5,2,3,3,4,1,2,3,3,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2144,1,3,0,2,4,0,4,4,2,3,2,4,3,4,20,33
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1811,1,3,0,2,5,0,5,5,3,4,3,4,2,5,26,26
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2639,1,3,0,2,5,0,5,5,2,3,5,2,3,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1904,1,3,0,2,5,0,1,5,1,4,3,4,2,5,0,6
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2210,1,3,0,2,4,0,4,4,2,4,1,1,1,4,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco Plus,1228,1,3,0,2,2,0,2,2,2,2,2,3,2,2,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1778,1,3,0,2,1,0,1,1,2,4,4,5,3,1,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1058,1,3,0,2,4,0,3,4,2,2,2,2,2,4,44,48
satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,925,5,1,5,3,5,2,2,3,5,4,4,2,4,2,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,3764,5,1,5,3,4,3,3,3,3,5,3,1,3,1,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,3285,1,3,0,3,3,0,2,3,2,3,3,4,4,3,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,3632,1,3,0,3,1,0,1,1,2,4,3,1,3,1,0,
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2912,1,3,0,3,3,0,3,3,5,1,1,1,3,3,32,27
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2599,1,3,0,3,2,0,1,2,4,2,4,4,3,2,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Business,3183,1,3,0,3,2,0,2,2,1,3,3,3,2,2,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco Plus,2950,1,3,0,3,3,0,3,3,2,2,2,2,3,3,1,15
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1234,5,1,5,3,1,5,1,1,2,1,3,4,3,1,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2378,1,3,0,3,5,0,5,5,2,1,3,1,2,5,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1840,1,3,0,3,5,0,5,5,2,1,4,3,3,5,3,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,868,5,1,5,3,3,5,3,3,3,2,2,3,3,3,24,66
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2326,5,1,5,3,4,3,3,4,4,5,3,2,4,1,1,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,717,5,1,5,3,5,5,5,5,4,4,3,1,3,5,30,35
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2530,1,3,0,3,2,0,2,2,5,4,2,5,2,2,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,657,5,1,5,3,1,4,4,4,4,5,4,4,4,4,10,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1662,1,3,0,3,4,0,4,4,3,5,5,3,4,4,16,23
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1811,5,1,5,3,5,2,2,4,4,5,4,3,4,1,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1896,1,3,0,3,4,0,4,4,4,5,4,2,3,4,6,14
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1548,5,1,5,3,4,3,2,3,3,5,3,3,3,2,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco Plus,263,5,1,5,3,4,5,4,4,4,1,4,3,3,4,31,46
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,1223,1,3,0,3,2,0,2,2,1,3,2,2,4,2,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1802,5,1,5,3,4,4,4,5,5,5,5,1,5,1,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1398,5,1,5,3,2,5,2,2,1,1,4,2,3,2,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco Plus,1311,1,3,0,3,3,0,1,3,1,2,3,1,3,3,0,2
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1365,1,3,0,3,3,0,3,3,4,2,5,5,3,3,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,240,5,1,5,3,3,3,3,4,4,5,4,1,4,2,2,13
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1805,5,1,5,3,5,5,5,5,3,1,3,3,4,5,16,18
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,209,5,1,5,3,3,3,4,5,5,5,5,2,5,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1562,1,3,0,3,4,0,4,4,4,4,3,2,4,4,2,16
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1246,1,3,0,3,4,0,4,4,2,3,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1841,1,3,0,3,0,4,4,1,4,2,2,4,1,4,138,131
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,4272,1,3,0,4,3,0,1,3,3,1,3,2,4,3,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,2505,5,1,5,3,4,3,3,2,2,5,4,3,2,4,4,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,3190,1,3,0,4,1,0,1,1,3,3,4,3,4,1,29,28
satisfied,Female,Loyal Customer,37,Personal Travel,Business,2130,5,1,5,3,3,5,3,3,2,5,3,3,3,3,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2928,5,1,5,4,4,5,3,4,1,1,3,4,4,4,10,16
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,3000,1,3,0,4,3,0,3,3,5,1,5,4,3,3,1,
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,3044,5,1,5,4,3,4,4,1,1,5,1,4,1,1,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,3098,5,1,5,4,5,5,5,5,3,1,3,4,4,5,5,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,1192,5,1,5,4,4,4,4,5,5,5,5,2,5,1,24,39
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2057,1,3,0,4,4,0,4,4,4,2,2,4,3,4,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2574,5,1,5,4,4,3,4,2,2,5,2,2,2,3,0,2
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2003,1,3,0,4,3,0,3,3,3,2,3,4,4,3,10,13
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2441,1,3,0,4,3,0,5,3,3,2,4,5,5,3,27,17
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,706,5,1,5,4,4,5,3,4,2,2,3,1,3,4,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,316,5,1,5,4,5,5,4,5,4,4,3,1,4,5,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1929,1,3,0,4,4,0,4,4,2,4,1,4,1,4,99,110
satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1516,5,1,5,4,5,5,5,5,2,1,3,4,4,5,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1762,1,3,0,4,4,0,4,4,4,5,4,3,4,4,108,117
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2151,1,3,0,4,1,0,1,1,3,2,3,3,3,1,0,8
dissatisfied,Female,Loyal Customer,49,Personal Travel,Eco,1724,1,3,0,4,0,2,2,3,2,4,4,2,2,2,165,155
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1491,1,3,0,4,4,0,4,4,2,1,3,1,3,4,66,64
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2042,1,3,0,4,3,0,3,3,2,2,3,2,3,3,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,973,1,3,0,4,3,0,3,3,3,2,4,3,5,3,0,18
satisfied,Female,Loyal Customer,43,Personal Travel,Eco Plus,110,5,1,5,4,1,5,1,1,4,1,4,2,4,1,28,18
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1277,1,3,0,4,2,0,2,2,3,5,1,1,1,2,114,105
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1278,1,3,0,5,3,0,3,3,4,3,1,2,5,3,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Business,2457,1,3,1,1,1,4,4,5,4,4,2,4,1,4,4,61
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,3408,1,3,1,1,1,1,1,1,4,4,3,2,5,1,70,42
dissatisfied,Male,Loyal Customer,67,Personal Travel,Business,2010,1,3,1,1,2,5,4,3,3,1,2,1,3,1,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1856,5,1,5,4,4,5,4,4,4,2,3,1,4,4,11,34
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1831,5,1,5,4,4,5,4,4,3,4,3,4,4,4,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2459,5,1,5,4,1,4,3,1,1,5,1,1,1,2,13,28
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2241,1,3,1,1,3,1,3,3,3,1,1,4,5,3,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2796,5,1,5,4,4,3,4,1,1,5,1,2,1,4,3,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,1884,1,3,1,1,5,1,3,5,5,1,3,5,5,5,0,7
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2433,1,3,1,1,4,1,4,4,2,4,1,3,3,4,16,17
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2687,1,3,1,1,2,1,2,2,1,4,2,4,4,2,0,5
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2634,1,3,1,1,1,1,1,1,3,1,1,4,1,1,19,6
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco Plus,2273,1,3,1,1,4,1,4,4,2,4,3,5,3,4,34,44
satisfied,Female,Loyal Customer,21,Personal Travel,Business,2837,5,2,0,2,1,2,3,5,5,0,5,3,5,4,9,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco Plus,2221,1,3,1,1,3,1,3,3,4,5,1,1,5,3,17,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,924,5,2,0,3,3,0,3,3,3,4,3,2,3,3,52,71
dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,2208,1,3,1,1,3,1,3,3,3,3,4,1,3,3,8,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2595,5,2,1,2,2,1,2,2,2,1,2,2,2,2,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco Plus,2173,1,3,1,1,5,1,2,5,2,1,1,5,5,5,3,23
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,2298,1,3,1,1,1,1,1,1,4,2,1,1,2,1,5,
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2190,5,2,1,3,5,1,5,5,2,4,3,3,4,5,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1799,1,3,1,1,5,1,5,5,1,4,4,5,4,5,6,18
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1890,5,2,2,4,5,2,4,5,1,3,2,1,3,5,12,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1740,5,2,4,3,2,3,4,2,2,4,4,3,2,2,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,666,5,2,4,4,2,3,4,4,4,4,4,2,4,1,0,7
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1435,1,3,1,1,5,1,5,5,2,3,3,2,4,5,21,14
dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,652,1,3,1,1,1,3,2,4,4,1,4,3,4,1,3,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco Plus,621,5,2,4,4,1,4,1,1,3,3,4,3,4,1,2,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,636,5,2,5,1,2,2,1,3,3,5,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1507,1,3,1,1,5,1,3,5,1,3,5,4,3,5,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2105,1,3,1,1,3,1,3,3,1,3,1,4,5,3,2,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1841,1,3,1,1,5,1,4,5,3,4,4,3,3,5,0,9
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1363,5,2,5,2,4,5,4,4,4,3,2,2,2,4,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2193,5,2,5,2,5,3,3,5,5,5,5,1,5,2,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1386,1,3,1,1,4,1,4,4,2,4,5,5,4,4,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,550,5,2,5,2,3,3,2,3,3,5,3,2,3,1,10,13
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1913,1,3,1,1,2,1,2,2,1,2,3,1,4,2,18,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Business,519,1,3,1,1,2,5,4,3,3,1,3,5,3,4,3,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1900,1,3,1,1,4,1,4,4,3,1,2,2,1,4,14,5
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1793,5,2,5,2,2,5,2,2,4,5,2,2,2,2,0,0
dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco Plus,2390,1,3,1,1,1,4,4,5,3,4,2,4,4,4,138,158
satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,2035,5,2,5,3,1,4,3,3,3,5,3,2,3,3,105,108
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1940,5,2,5,3,5,1,1,4,5,3,4,1,3,1,40,29
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1840,1,3,1,1,3,1,4,3,3,5,4,4,1,3,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,1406,1,3,1,1,3,1,3,3,1,4,4,3,4,3,8,1
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1635,1,3,1,1,4,1,4,4,3,2,2,5,3,4,54,44
dissatisfied,Female,Loyal Customer,66,Personal Travel,Eco,1897,1,3,1,1,1,2,2,2,1,2,4,2,3,2,145,164
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1315,1,3,1,1,2,1,2,2,2,4,1,1,2,2,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,345,5,2,5,3,1,5,1,1,1,4,3,4,3,1,18,6
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1339,1,3,1,1,3,1,3,3,2,5,5,4,4,3,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1046,1,3,1,1,5,1,5,5,2,1,5,1,4,5,49,54
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco Plus,1617,1,3,1,1,5,1,5,5,5,5,2,1,4,5,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,334,5,2,5,3,4,4,4,2,2,5,2,1,2,1,23,24
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,334,5,2,5,3,5,3,3,4,4,5,4,4,4,1,0,11
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,307,5,2,5,3,2,5,2,2,3,5,4,2,4,2,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Business,265,5,2,5,3,4,5,4,4,4,4,3,1,3,4,1,42
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1156,1,3,1,1,3,1,3,3,5,3,3,5,1,3,15,12
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1812,1,3,1,1,3,1,3,3,4,4,1,3,2,3,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2096,1,3,1,1,4,1,4,4,3,3,4,1,1,4,7,17
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1312,5,2,5,3,5,2,5,5,2,2,4,1,4,5,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1384,5,2,5,3,2,4,3,5,5,5,5,4,5,1,24,12
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,78,5,2,5,3,4,5,4,4,4,5,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1296,1,3,1,1,5,1,5,5,5,5,5,3,1,5,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1823,5,2,5,3,4,5,4,4,2,4,3,1,4,4,15,30
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,112,5,2,5,3,5,3,3,1,1,5,1,4,1,3,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1286,5,2,5,3,2,3,3,3,3,5,3,4,3,2,31,27
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1891,1,3,1,1,1,1,1,1,2,5,3,4,4,1,47,32
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1910,1,3,1,1,5,1,5,5,4,5,3,2,5,5,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,942,5,2,5,3,2,4,3,5,5,5,1,4,5,4,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1662,1,3,1,1,3,1,2,3,4,4,5,2,5,3,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1366,1,3,1,1,3,1,3,3,5,1,4,2,4,3,4,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,4182,5,2,5,3,3,3,4,4,4,5,1,4,4,3,4,33
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3963,5,2,5,3,2,5,2,2,5,4,4,4,5,2,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,3795,1,3,1,2,1,3,3,4,1,3,2,3,3,3,26,19
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,3517,1,3,1,2,1,3,5,3,5,2,5,5,1,5,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,3515,5,2,5,3,5,5,2,5,1,2,4,4,4,5,0,10
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,3069,1,3,1,2,5,1,3,5,1,2,3,1,3,5,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2969,1,3,1,2,4,1,4,4,4,3,2,1,3,4,64,85
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,2513,1,3,1,2,2,1,2,2,3,3,3,3,2,2,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,2520,1,3,1,2,4,1,5,4,1,1,2,4,2,4,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3154,1,3,1,2,5,1,5,5,3,2,1,3,5,5,0,8
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2884,1,3,1,2,5,1,5,5,5,5,4,1,1,5,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,1510,5,2,5,3,3,4,4,2,2,5,2,1,2,2,20,12
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2645,5,2,5,4,5,5,3,3,3,4,4,3,3,3,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1494,5,2,5,4,2,3,4,3,3,5,3,2,3,2,64,42
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2509,5,2,5,4,4,4,4,1,1,5,1,4,1,2,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2536,1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2454,5,2,5,4,3,4,4,4,4,5,4,4,4,1,71,52
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1190,5,2,5,4,2,4,4,2,2,2,2,4,2,3,0,6
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1211,5,2,5,4,4,4,4,1,1,5,1,4,1,1,42,34
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,1970,1,3,1,2,3,1,5,3,2,3,5,1,2,3,34,41
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco Plus,2394,1,3,1,2,1,1,1,1,2,2,4,5,2,1,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2113,1,3,1,2,3,1,5,3,3,3,3,4,1,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2413,5,2,5,4,5,3,3,1,1,2,1,2,1,3,8,22
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1961,5,2,5,4,5,5,5,5,2,2,4,3,4,5,7,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2596,1,3,1,2,1,1,1,1,3,3,4,2,4,1,12,7
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2597,1,3,1,2,1,1,1,1,3,4,3,1,3,1,50,31
satisfied,Female,Loyal Customer,33,Personal Travel,Business,1030,5,2,5,4,4,4,4,2,2,5,2,1,2,2,3,9
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2249,1,3,1,2,3,1,5,3,2,4,3,3,3,3,7,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2503,5,2,5,4,5,2,4,4,4,2,1,1,4,3,2,8
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2793,5,2,5,4,2,5,2,2,4,3,4,2,4,2,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2710,5,2,5,4,2,5,2,2,1,2,4,4,3,2,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,2230,1,3,1,2,2,1,2,2,3,1,1,5,3,2,0,20
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2191,1,3,1,2,1,1,1,1,2,3,2,4,3,1,30,20
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,2748,1,3,1,2,2,1,2,2,3,3,1,5,3,2,35,17
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco Plus,1880,1,3,1,2,1,1,1,1,1,1,4,3,4,1,36,26
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2262,1,3,1,2,3,1,3,3,2,5,2,4,3,3,8,2
dissatisfied,Male,Loyal Customer,41,Personal Travel,Business,902,1,3,1,2,3,1,3,5,5,1,5,4,5,4,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1673,5,2,5,4,3,4,4,4,4,5,4,2,4,2,2,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1655,5,2,5,4,3,5,3,3,3,1,4,4,4,3,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,909,5,2,5,4,2,4,4,4,4,5,4,4,4,1,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2697,1,3,1,2,3,1,3,3,2,2,3,3,2,3,34,19
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2459,5,2,5,4,5,4,4,2,2,5,2,2,2,1,10,2
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1649,1,3,1,2,1,1,1,1,3,1,3,3,3,1,77,93
satisfied,Female,Loyal Customer,36,Personal Travel,Business,811,5,3,0,3,1,2,5,1,1,0,1,2,1,5,100,91
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2382,1,3,1,2,4,1,4,4,2,2,2,4,2,4,0,23
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,801,5,3,0,3,4,3,4,4,4,0,4,1,4,4,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2167,1,3,1,2,2,1,2,2,3,3,3,1,3,2,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1872,1,3,1,2,5,1,5,5,2,5,3,2,2,5,16,13
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1604,1,3,1,2,5,1,5,5,1,3,3,4,3,5,11,11
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2406,1,3,1,2,2,1,2,2,4,3,3,5,5,2,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2251,1,3,1,2,5,1,5,5,1,2,3,1,2,5,0,0
